time,subject,fuzzer,run,cov_type,cov
1622884368,exim,aflnet-no-state,1,l_per,5.2
1622884368,exim,aflnet-no-state,1,l_abs,1568
1622884368,exim,aflnet-no-state,1,b_per,3.5
1622884368,exim,aflnet-no-state,1,b_abs,954
1622884401,exim,aflnet-no-state,1,l_per,5.2
1622884401,exim,aflnet-no-state,1,l_abs,1568
1622884401,exim,aflnet-no-state,1,b_per,3.5
1622884401,exim,aflnet-no-state,1,b_abs,954
1622884418,exim,aflnet-no-state,1,l_per,5.2
1622884418,exim,aflnet-no-state,1,l_abs,1568
1622884418,exim,aflnet-no-state,1,b_per,3.5
1622884418,exim,aflnet-no-state,1,b_abs,954
1622884436,exim,aflnet-no-state,1,l_per,5.2
1622884436,exim,aflnet-no-state,1,l_abs,1568
1622884436,exim,aflnet-no-state,1,b_per,3.5
1622884436,exim,aflnet-no-state,1,b_abs,954
1622884465,exim,aflnet-no-state,1,l_per,5.2
1622884465,exim,aflnet-no-state,1,l_abs,1568
1622884465,exim,aflnet-no-state,1,b_per,3.5
1622884465,exim,aflnet-no-state,1,b_abs,954
1622884498,exim,aflnet-no-state,1,l_per,5.2
1622884498,exim,aflnet-no-state,1,l_abs,1568
1622884498,exim,aflnet-no-state,1,b_per,3.5
1622884498,exim,aflnet-no-state,1,b_abs,954
1622884601,exim,aflnet-no-state,1,l_per,5.2
1622884601,exim,aflnet-no-state,1,l_abs,1568
1622884601,exim,aflnet-no-state,1,b_per,3.5
1622884601,exim,aflnet-no-state,1,b_abs,954
1622884647,exim,aflnet-no-state,1,l_per,5.2
1622884647,exim,aflnet-no-state,1,l_abs,1568
1622884647,exim,aflnet-no-state,1,b_per,3.5
1622884647,exim,aflnet-no-state,1,b_abs,954
1622884765,exim,aflnet-no-state,1,l_per,5.2
1622884765,exim,aflnet-no-state,1,l_abs,1568
1622884765,exim,aflnet-no-state,1,b_per,3.5
1622884765,exim,aflnet-no-state,1,b_abs,954
1622884809,exim,aflnet-no-state,1,l_per,5.2
1622884809,exim,aflnet-no-state,1,l_abs,1568
1622884809,exim,aflnet-no-state,1,b_per,3.5
1622884809,exim,aflnet-no-state,1,b_abs,954
1622884816,exim,aflnet-no-state,1,l_per,5.2
1622884816,exim,aflnet-no-state,1,l_abs,1568
1622884816,exim,aflnet-no-state,1,b_per,3.5
1622884816,exim,aflnet-no-state,1,b_abs,954
1622884824,exim,aflnet-no-state,1,l_per,5.2
1622884824,exim,aflnet-no-state,1,l_abs,1568
1622884824,exim,aflnet-no-state,1,b_per,3.5
1622884824,exim,aflnet-no-state,1,b_abs,954
1622884846,exim,aflnet-no-state,1,l_per,5.2
1622884846,exim,aflnet-no-state,1,l_abs,1568
1622884846,exim,aflnet-no-state,1,b_per,3.5
1622884846,exim,aflnet-no-state,1,b_abs,954
1622884890,exim,aflnet-no-state,1,l_per,5.2
1622884890,exim,aflnet-no-state,1,l_abs,1568
1622884890,exim,aflnet-no-state,1,b_per,3.5
1622884890,exim,aflnet-no-state,1,b_abs,954
1622884949,exim,aflnet-no-state,1,l_per,5.2
1622884949,exim,aflnet-no-state,1,l_abs,1568
1622884949,exim,aflnet-no-state,1,b_per,3.5
1622884949,exim,aflnet-no-state,1,b_abs,954
1622885026,exim,aflnet-no-state,1,l_per,5.2
1622885026,exim,aflnet-no-state,1,l_abs,1568
1622885026,exim,aflnet-no-state,1,b_per,3.5
1622885026,exim,aflnet-no-state,1,b_abs,954
1622885078,exim,aflnet-no-state,1,l_per,5.2
1622885078,exim,aflnet-no-state,1,l_abs,1568
1622885078,exim,aflnet-no-state,1,b_per,3.5
1622885078,exim,aflnet-no-state,1,b_abs,954
1622885226,exim,aflnet-no-state,1,l_per,5.2
1622885226,exim,aflnet-no-state,1,l_abs,1568
1622885226,exim,aflnet-no-state,1,b_per,3.5
1622885226,exim,aflnet-no-state,1,b_abs,954
1622885323,exim,aflnet-no-state,1,l_per,5.2
1622885323,exim,aflnet-no-state,1,l_abs,1568
1622885323,exim,aflnet-no-state,1,b_per,3.5
1622885323,exim,aflnet-no-state,1,b_abs,954
1622885415,exim,aflnet-no-state,1,l_per,5.2
1622885415,exim,aflnet-no-state,1,l_abs,1568
1622885415,exim,aflnet-no-state,1,b_per,3.5
1622885415,exim,aflnet-no-state,1,b_abs,954
1622885501,exim,aflnet-no-state,1,l_per,5.2
1622885501,exim,aflnet-no-state,1,l_abs,1568
1622885501,exim,aflnet-no-state,1,b_per,3.5
1622885501,exim,aflnet-no-state,1,b_abs,954
1622885732,exim,aflnet-no-state,1,l_per,5.2
1622885732,exim,aflnet-no-state,1,l_abs,1568
1622885732,exim,aflnet-no-state,1,b_per,3.5
1622885732,exim,aflnet-no-state,1,b_abs,954
1622885900,exim,aflnet-no-state,1,l_per,5.2
1622885900,exim,aflnet-no-state,1,l_abs,1568
1622885900,exim,aflnet-no-state,1,b_per,3.5
1622885900,exim,aflnet-no-state,1,b_abs,954
1622886143,exim,aflnet-no-state,1,l_per,5.2
1622886143,exim,aflnet-no-state,1,l_abs,1568
1622886143,exim,aflnet-no-state,1,b_per,3.5
1622886143,exim,aflnet-no-state,1,b_abs,954
1622886354,exim,aflnet-no-state,1,l_per,5.2
1622886354,exim,aflnet-no-state,1,l_abs,1568
1622886354,exim,aflnet-no-state,1,b_per,3.5
1622886354,exim,aflnet-no-state,1,b_abs,954
1622886681,exim,aflnet-no-state,1,l_per,5.2
1622886681,exim,aflnet-no-state,1,l_abs,1568
1622886681,exim,aflnet-no-state,1,b_per,3.5
1622886681,exim,aflnet-no-state,1,b_abs,954
1622887097,exim,aflnet-no-state,1,l_per,5.2
1622887097,exim,aflnet-no-state,1,l_abs,1568
1622887097,exim,aflnet-no-state,1,b_per,3.5
1622887097,exim,aflnet-no-state,1,b_abs,954
1622887341,exim,aflnet-no-state,1,l_per,5.2
1622887341,exim,aflnet-no-state,1,l_abs,1568
1622887341,exim,aflnet-no-state,1,b_per,3.5
1622887341,exim,aflnet-no-state,1,b_abs,954
1622888011,exim,aflnet-no-state,1,l_per,5.2
1622888011,exim,aflnet-no-state,1,l_abs,1568
1622888011,exim,aflnet-no-state,1,b_per,3.5
1622888011,exim,aflnet-no-state,1,b_abs,954
1622888069,exim,aflnet-no-state,1,l_per,5.2
1622888069,exim,aflnet-no-state,1,l_abs,1568
1622888069,exim,aflnet-no-state,1,b_per,3.5
